name,width,height,date,latitude,longitude,category_id,genus,specific_epithet,image_name,sub_dir,day,label,filepath
Chondrostereum purpureum,383,500,2018-12-12,43.23087,-80.02218,5509,Chondrostereum,purpureum,2d4338dd-074d-499f-92e5-75210c791069.jpg,05509_Chondrostereum_purpureum,346,300,train_mini/05509_Chondrostereum_purpureum/2d4338dd-074d-499f-92e5-75210c791069.jpg
Leratiomyces ceres,375,500,2018-12-12,37.79393,-122.45351,5581,Leratiomyces,ceres,7b05d77b-dba2-48c1-91f9-ca0b4d632e6a.jpg,05581_Leratiomyces_ceres,346,77,train_mini/05581_Leratiomyces_ceres/7b05d77b-dba2-48c1-91f9-ca0b4d632e6a.jpg
Gymnopus dryophilus,500,375,2018-12-11,38.43502,-122.57241,5546,Gymnopus,dryophilus,c4bcde5d-e39e-46eb-aa95-387e9b043606.jpg,05546_Gymnopus_dryophilus,345,272,train_mini/05546_Gymnopus_dryophilus/c4bcde5d-e39e-46eb-aa95-387e9b043606.jpg
Hericium americanum,500,402,2018-10-06,43.51575,-71.38892,5700,Hericium,americanum,e9833653-6b51-489f-aa80-3482fe1408c7.jpg,05700_Hericium_americanum,279,99,train_mini/05700_Hericium_americanum/e9833653-6b51-489f-aa80-3482fe1408c7.jpg
Mycena acicula,500,375,2018-12-13,19.30889,-98.23253,5534,Mycena,acicula,3e17fe88-dfa5-4256-ab31-bc1a3f2d28e7.jpg,05534_Mycena_acicula,347,228,train_mini/05534_Mycena_acicula/3e17fe88-dfa5-4256-ab31-bc1a3f2d28e7.jpg
Marasmius oreades,500,281,2018-12-12,-42.79715,173.26637,5529,Marasmius,oreades,dd3c0ff3-27ac-4a10-b16d-9a8a62e7494f.jpg,05529_Marasmius_oreades,346,174,train_mini/05529_Marasmius_oreades/dd3c0ff3-27ac-4a10-b16d-9a8a62e7494f.jpg
Acarospora socialis,500,375,2018-12-13,33.60617,-117.76133,5391,Acarospora,socialis,e9a98606-e40b-4583-91f9-6808392ee81f.jpg,05391_Acarospora_socialis,347,24,train_mini/05391_Acarospora_socialis/e9a98606-e40b-4583-91f9-6808392ee81f.jpg
Hypogymnia tubulosa,500,375,2018-12-07,41.9094,-69.9808,5411,Hypogymnia,tubulosa,5c25a996-69f5-4efb-9ac3-7076e4993c63.jpg,05411_Hypogymnia_tubulosa,341,68,train_mini/05411_Hypogymnia_tubulosa/5c25a996-69f5-4efb-9ac3-7076e4993c63.jpg
Coprinus comatus,500,375,2018-12-13,33.64436,-117.84749,5479,Coprinus,comatus,a50964a8-8f92-48bc-942f-545fa25145bb.jpg,05479_Coprinus_comatus,347,294,train_mini/05479_Coprinus_comatus/a50964a8-8f92-48bc-942f-545fa25145bb.jpg
Tubaria furfuracea,375,500,2018-12-13,38.7465,-123.50751,5590,Tubaria,furfuracea,5b90fc52-2fb1-4291-860b-32f92e49335f.jpg,05590_Tubaria_furfuracea,347,189,train_mini/05590_Tubaria_furfuracea/5b90fc52-2fb1-4291-860b-32f92e49335f.jpg
Trametes sanguinea,500,375,2018-12-13,39.06196,-76.78069,5694,Trametes,sanguinea,68a24ac8-1432-4fce-b717-1853fffb5225.jpg,05694_Trametes_sanguinea,347,41,train_mini/05694_Trametes_sanguinea/68a24ac8-1432-4fce-b717-1853fffb5225.jpg
Xylaria hypoxylon,375,500,2018-12-10,49.28208,-122.83335,5470,Xylaria,hypoxylon,289c31ec-9065-43e8-8769-b708d9ce7e68.jpg,05470_Xylaria_hypoxylon,344,291,train_mini/05470_Xylaria_hypoxylon/289c31ec-9065-43e8-8769-b708d9ce7e68.jpg
Guepiniopsis alpina,500,375,2018-11-13,-36.85952,-71.642,5721,Guepiniopsis,alpina,a88e8993-e4d6-4d5d-a609-9965436be70a.jpg,05721_Guepiniopsis_alpina,317,237,train_mini/05721_Guepiniopsis_alpina/a88e8993-e4d6-4d5d-a609-9965436be70a.jpg
Sarcomyxa serotina,500,281,2018-12-13,45.6624,-122.5699,5542,Sarcomyxa,serotina,e1d3ad76-5f9d-4581-9abb-00538153b176.jpg,05542_Sarcomyxa_serotina,347,182,train_mini/05542_Sarcomyxa_serotina/e1d3ad76-5f9d-4581-9abb-00538153b176.jpg
Ganoderma oregonense,500,375,2018-12-13,44.97541,-124.00681,5680,Ganoderma,oregonense,c6ca246e-1301-41e8-a693-fedf539899cf.jpg,05680_Ganoderma_oregonense,347,19,train_mini/05680_Ganoderma_oregonense/c6ca246e-1301-41e8-a693-fedf539899cf.jpg
Calycina citrina,500,375,2018-09-21,61.31689,62.98528,5448,Calycina,citrina,6c8b5316-7709-4789-9a5f-1a7073438d0b.jpg,05448_Calycina_citrina,264,302,train_mini/05448_Calycina_citrina/6c8b5316-7709-4789-9a5f-1a7073438d0b.jpg
Caloscypha fulgens,500,333,2015-05-09,44.13834,10.83913,5452,Caloscypha,fulgens,28b7de25-d087-463d-9ebd-24a918e936a8.jpg,05452_Caloscypha_fulgens,129,133,train_mini/05452_Caloscypha_fulgens/28b7de25-d087-463d-9ebd-24a918e936a8.jpg
Pluteus cervinus,500,375,2018-12-13,30.09272,-97.16969,5557,Pluteus,cervinus,e5459f2e-4316-419a-a3f1-374369f9bff7.jpg,05557_Pluteus_cervinus,347,336,train_mini/05557_Pluteus_cervinus/e5459f2e-4316-419a-a3f1-374369f9bff7.jpg
Fomitopsis pinicola,500,333,2018-10-28,57.18224,85.83456,5654,Fomitopsis,pinicola,de003e3b-59e9-45e0-98d1-2cb1760d18c0.jpg,05654_Fomitopsis_pinicola,301,135,train_mini/05654_Fomitopsis_pinicola/de003e3b-59e9-45e0-98d1-2cb1760d18c0.jpg
Urnula craterium,500,375,2018-04-10,55.81919,37.27915,5464,Urnula,craterium,96042ba6-6bc1-4026-8b80-895311066107.jpg,05464_Urnula_craterium,100,318,train_mini/05464_Urnula_craterium/96042ba6-6bc1-4026-8b80-895311066107.jpg
Xylobolus frustulatus,500,281,2018-12-13,41.36453,-81.85767,5714,Xylobolus,frustulatus,905854c6-dd7b-4486-8d0f-ec656ac1e881.jpg,05714_Xylobolus_frustulatus,347,337,train_mini/05714_Xylobolus_frustulatus/905854c6-dd7b-4486-8d0f-ec656ac1e881.jpg
Leratiomyces ceres,375,500,2018-12-14,37.77278,-122.285,5581,Leratiomyces,ceres,5394d692-050e-42a3-9a65-c3b9a65aa3a8.jpg,05581_Leratiomyces_ceres,348,77,train_mini/05581_Leratiomyces_ceres/5394d692-050e-42a3-9a65-c3b9a65aa3a8.jpg
Usnea strigosa,375,500,2018-12-08,37.007,-76.66071,5421,Usnea,strigosa,16b48261-7128-4a22-86f2-dd54787b27af.jpg,05421_Usnea_strigosa,342,255,train_mini/05421_Usnea_strigosa/16b48261-7128-4a22-86f2-dd54787b27af.jpg
Agaricus augustus,500,375,2018-11-18,39.41973,-122.69132,5472,Agaricus,augustus,47a8e0d6-0fec-4bbb-a204-f9e4c078d96c.jpg,05472_Agaricus_augustus,322,193,train_mini/05472_Agaricus_augustus/47a8e0d6-0fec-4bbb-a204-f9e4c078d96c.jpg
Porodaedalea pini,375,500,2018-12-14,37.01646,-122.03761,5638,Porodaedalea,pini,9b4269ce-6f29-4796-9c66-905c1e79607b.jpg,05638_Porodaedalea_pini,348,220,train_mini/05638_Porodaedalea_pini/9b4269ce-6f29-4796-9c66-905c1e79607b.jpg
Suillus caerulescens,375,500,2018-12-14,37.02164,-122.0829,5615,Suillus,caerulescens,68245c02-f7c7-439e-b6a1-af05418aa0aa.jpg,05615_Suillus_caerulescens,348,200,train_mini/05615_Suillus_caerulescens/68245c02-f7c7-439e-b6a1-af05418aa0aa.jpg
Favolaschia calocera,375,500,2018-12-14,19.67582,-155.38647,5533,Favolaschia,calocera,026b0caf-e1a0-4174-ba03-1a82d01cdafd.jpg,05533_Favolaschia_calocera,348,50,train_mini/05533_Favolaschia_calocera/026b0caf-e1a0-4174-ba03-1a82d01cdafd.jpg
Microporus xanthopus,500,333,2018-11-15,19.74968,101.98706,5685,Microporus,xanthopus,3bcad97b-9eee-49cf-abdb-1adc9bb150c3.jpg,05685_Microporus_xanthopus,319,180,train_mini/05685_Microporus_xanthopus/3bcad97b-9eee-49cf-abdb-1adc9bb150c3.jpg
Hypogymnia tubulosa,281,500,2018-12-15,47.63729,9.54738,5411,Hypogymnia,tubulosa,cae088e4-f0a1-4fa7-b882-780502c8bbcb.jpg,05411_Hypogymnia_tubulosa,349,68,train_mini/05411_Hypogymnia_tubulosa/cae088e4-f0a1-4fa7-b882-780502c8bbcb.jpg
Stereum complicatum,375,500,2018-12-15,38.98702,-77.05238,5710,Stereum,complicatum,ea71924a-a03b-4385-8c26-09fa9034493f.jpg,05710_Stereum_complicatum,349,277,train_mini/05710_Stereum_complicatum/ea71924a-a03b-4385-8c26-09fa9034493f.jpg
Annulohypoxylon thouarsianum,281,500,2018-12-15,36.98721,-122.08697,5468,Annulohypoxylon,thouarsianum,e644d187-0b08-43f3-b409-526289fd1977.jpg,05468_Annulohypoxylon_thouarsianum,349,126,train_mini/05468_Annulohypoxylon_thouarsianum/e644d187-0b08-43f3-b409-526289fd1977.jpg
Marasmiellus candidus,500,375,2018-12-14,37.07339,-122.02103,5547,Marasmiellus,candidus,ea22821b-5f37-4c89-a7b7-c17f490d8040.jpg,05547_Marasmiellus_candidus,348,216,train_mini/05547_Marasmiellus_candidus/ea22821b-5f37-4c89-a7b7-c17f490d8040.jpg
Suillus caerulescens,375,500,2018-12-15,37.0038,-122.06649,5615,Suillus,caerulescens,395d5a72-bc4e-47c8-8da4-079777982cf2.jpg,05615_Suillus_caerulescens,349,200,train_mini/05615_Suillus_caerulescens/395d5a72-bc4e-47c8-8da4-079777982cf2.jpg
Trametes coccinea,500,375,2018-07-10,-27.25849,152.11435,5690,Trametes,coccinea,dfbf45df-55fd-4d97-8267-c8afdb37c463.jpg,05690_Trametes_coccinea,191,175,train_mini/05690_Trametes_coccinea/dfbf45df-55fd-4d97-8267-c8afdb37c463.jpg
Punctelia rudecta,356,500,2018-12-15,48.33004,-89.27715,5418,Punctelia,rudecta,6dcd5234-2070-40fc-a905-1c874036ffd6.jpg,05418_Punctelia_rudecta,349,73,train_mini/05418_Punctelia_rudecta/6dcd5234-2070-40fc-a905-1c874036ffd6.jpg
Hypholoma capnoides,375,500,2018-12-15,37.16929,-122.22209,5578,Hypholoma,capnoides,ffd17d82-ba8d-4670-a1ed-635880e95a82.jpg,05578_Hypholoma_capnoides,349,7,train_mini/05578_Hypholoma_capnoides/ffd17d82-ba8d-4670-a1ed-635880e95a82.jpg
Hexagonia hydnoides,281,500,2018-12-15,28.38089,-80.76699,5683,Hexagonia,hydnoides,b73a386c-3567-4ab8-836d-50d0f5c1105a.jpg,05683_Hexagonia_hydnoides,349,328,train_mini/05683_Hexagonia_hydnoides/b73a386c-3567-4ab8-836d-50d0f5c1105a.jpg
Suillus luteus,281,500,2018-12-14,-43.45738,172.77481,5617,Suillus,luteus,8837e3c8-ffcb-4dc6-afcf-21a4d4233be1.jpg,05617_Suillus_luteus,348,208,train_mini/05617_Suillus_luteus/8837e3c8-ffcb-4dc6-afcf-21a4d4233be1.jpg
Armillaria mellea,500,375,2018-12-15,37.82065,-122.14246,5550,Armillaria,mellea,f2a18519-bef8-4006-80fd-67fa66ef6d20.jpg,05550_Armillaria_mellea,349,173,train_mini/05550_Armillaria_mellea/f2a18519-bef8-4006-80fd-67fa66ef6d20.jpg
Chlorophyllum brunneum,375,500,2018-12-15,37.76608,-122.4661,5476,Chlorophyllum,brunneum,70d78967-8df8-4371-985b-755ea1be815d.jpg,05476_Chlorophyllum_brunneum,349,61,train_mini/05476_Chlorophyllum_brunneum/70d78967-8df8-4371-985b-755ea1be815d.jpg
Trametes betulina,500,375,2018-12-14,37.06212,-122.03395,5688,Trametes,betulina,c2e5cde7-976b-4bd6-a26d-e6037a1ba1bd.jpg,05688_Trametes_betulina,348,43,train_mini/05688_Trametes_betulina/c2e5cde7-976b-4bd6-a26d-e6037a1ba1bd.jpg
Laccaria laccata,500,375,2018-12-16,38.32949,-122.71719,5515,Laccaria,laccata,1861a02a-7939-4875-8d0f-9539965c6d72.jpg,05515_Laccaria_laccata,350,32,train_mini/05515_Laccaria_laccata/1861a02a-7939-4875-8d0f-9539965c6d72.jpg
Suillellus amygdalinus,500,409,2018-12-15,34.03189,-118.01137,5606,Suillellus,amygdalinus,7be0d627-3879-49df-b716-545a0c7f4316.jpg,05606_Suillellus_amygdalinus,349,188,train_mini/05606_Suillellus_amygdalinus/7be0d627-3879-49df-b716-545a0c7f4316.jpg
Amanita pantherina,375,500,2009-08-10,53.22554,83.4145,5496,Amanita,pantherina,d3296a8c-8339-4ec3-9223-2724c39435a1.jpg,05496_Amanita_pantherina,222,236,train_mini/05496_Amanita_pantherina/d3296a8c-8339-4ec3-9223-2724c39435a1.jpg
Phyllotopsis nidulans,500,281,2018-12-15,44.08598,-71.96084,5561,Phyllotopsis,nidulans,b5f9145d-75cc-4b8f-a0ae-0938824d9e76.jpg,05561_Phyllotopsis_nidulans,349,71,train_mini/05561_Phyllotopsis_nidulans/b5f9145d-75cc-4b8f-a0ae-0938824d9e76.jpg
Dibaeis baeomyces,375,500,2018-12-15,44.63488,-67.58875,5435,Dibaeis,baeomyces,b097d2d6-4978-4b42-afe8-cf99fb2490d1.jpg,05435_Dibaeis_baeomyces,349,123,train_mini/05435_Dibaeis_baeomyces/b097d2d6-4978-4b42-afe8-cf99fb2490d1.jpg
Macrolepiota procera,375,500,2018-10-30,44.41589,7.24953,5485,Macrolepiota,procera,04ae7358-c2aa-40d0-a9af-f0a16a34bd7c.jpg,05485_Macrolepiota_procera,303,42,train_mini/05485_Macrolepiota_procera/04ae7358-c2aa-40d0-a9af-f0a16a34bd7c.jpg
Exidia recisa,375,500,2018-12-03,40.69486,-74.243,5595,Exidia,recisa,7863e97e-187c-42de-91f1-918b3da8f00c.jpg,05595_Exidia_recisa,337,108,train_mini/05595_Exidia_recisa/7863e97e-187c-42de-91f1-918b3da8f00c.jpg
Acarospora socialis,333,500,2018-12-15,34.55185,-119.77824,5391,Acarospora,socialis,8fbbf417-a8c2-4092-a2cb-a053944b1e22.jpg,05391_Acarospora_socialis,349,24,train_mini/05391_Acarospora_socialis/8fbbf417-a8c2-4092-a2cb-a053944b1e22.jpg
Cladonia rangiferina,500,333,2018-08-20,51.79894,-80.69204,5403,Cladonia,rangiferina,d5c64d28-066e-4bc7-9de9-0f6dcf9cbeb1.jpg,05403_Cladonia_rangiferina,232,86,train_mini/05403_Cladonia_rangiferina/d5c64d28-066e-4bc7-9de9-0f6dcf9cbeb1.jpg
Xanthomendoza fallax,500,333,2018-12-16,44.23308,-76.48882,5442,Xanthomendoza,fallax,6fdfda2f-3fba-482c-860e-13c6f10f912c.jpg,05442_Xanthomendoza_fallax,350,229,train_mini/05442_Xanthomendoza_fallax/6fdfda2f-3fba-482c-860e-13c6f10f912c.jpg
Phlebia incarnata,500,375,2018-12-16,34.8401,-92.45978,5670,Phlebia,incarnata,876df475-166c-4c45-a0f3-136279238239.jpg,05670_Phlebia_incarnata,350,301,train_mini/05670_Phlebia_incarnata/876df475-166c-4c45-a0f3-136279238239.jpg
Dacryopinax spathularia,500,375,2018-12-16,39.14234,-84.51843,5720,Dacryopinax,spathularia,a9eaef67-d933-4300-aea8-04fd40075604.jpg,05720_Dacryopinax_spathularia,350,263,train_mini/05720_Dacryopinax_spathularia/a9eaef67-d933-4300-aea8-04fd40075604.jpg
Ischnoderma resinosum,500,375,2018-12-13,33.57199,-84.71632,5655,Ischnoderma,resinosum,07811dd6-8003-4ec2-a6fb-cb0a65e24c5c.jpg,05655_Ischnoderma_resinosum,347,186,train_mini/05655_Ischnoderma_resinosum/07811dd6-8003-4ec2-a6fb-cb0a65e24c5c.jpg
Mycena epipterygia,285,500,2018-12-16,41.61735,-124.1415,5535,Mycena,epipterygia,25e3e68e-919d-4933-a9bb-f2609832bd0f.jpg,05535_Mycena_epipterygia,350,23,train_mini/05535_Mycena_epipterygia/25e3e68e-919d-4933-a9bb-f2609832bd0f.jpg
Icmadophila ericetorum,500,303,2018-12-11,34.21512,-117.76512,5436,Icmadophila,ericetorum,d733214b-9c27-4bb2-8178-8cc6e743eaa6.jpg,05436_Icmadophila_ericetorum,345,141,train_mini/05436_Icmadophila_ericetorum/d733214b-9c27-4bb2-8178-8cc6e743eaa6.jpg
Stereum complicatum,500,375,2018-12-16,35.149,-90.72208,5710,Stereum,complicatum,4a1430a3-3dcd-411c-a008-8595450bb238.jpg,05710_Stereum_complicatum,350,277,train_mini/05710_Stereum_complicatum/4a1430a3-3dcd-411c-a008-8595450bb238.jpg
Astraeus hygrometricus,500,333,2016-05-08,40.15461,8.62196,5597,Astraeus,hygrometricus,359a4608-4579-4b2c-854b-a49c724b2460.jpg,05597_Astraeus_hygrometricus,129,64,train_mini/05597_Astraeus_hygrometricus/359a4608-4579-4b2c-854b-a49c724b2460.jpg
Leccinum scabrum,500,333,2016-10-05,45.37461,14.93812,5603,Leccinum,scabrum,85968763-357e-4396-8d0a-19cde58aaa70.jpg,05603_Leccinum_scabrum,279,51,train_mini/05603_Leccinum_scabrum/85968763-357e-4396-8d0a-19cde58aaa70.jpg
Irpex lacteus,500,500,2018-12-16,40.36644,-87.10033,5658,Irpex,lacteus,227cc8b1-453e-481b-9227-3e4373bb14fb.jpg,05658_Irpex_lacteus,350,138,train_mini/05658_Irpex_lacteus/227cc8b1-453e-481b-9227-3e4373bb14fb.jpg
Strobilurus trullisatus,500,477,2009-11-04,44.0316,-123.07453,5553,Strobilurus,trullisatus,16fe77fa-85ec-4575-97af-c61d436b6e7c.jpg,05553_Strobilurus_trullisatus,308,45,train_mini/05553_Strobilurus_trullisatus/16fe77fa-85ec-4575-97af-c61d436b6e7c.jpg
Chalciporus piperatus,500,375,2018-12-15,36.98946,-122.06731,5599,Chalciporus,piperatus,085123b8-1549-4a89-8479-aff61f847921.jpg,05599_Chalciporus_piperatus,349,258,train_mini/05599_Chalciporus_piperatus/085123b8-1549-4a89-8479-aff61f847921.jpg
Verpa bohemica,500,375,2017-05-06,55.97525,37.2253,5458,Verpa,bohemica,c235266a-1804-4556-a4d9-7713ec174663.jpg,05458_Verpa_bohemica,126,320,train_mini/05458_Verpa_bohemica/c235266a-1804-4556-a4d9-7713ec174663.jpg
Cladonia cristatella,375,500,2018-12-17,43.9992,-77.70232,5399,Cladonia,cristatella,aca6b5f2-ad13-44dd-a335-bf34424ccbb3.jpg,05399_Cladonia_cristatella,351,198,train_mini/05399_Cladonia_cristatella/aca6b5f2-ad13-44dd-a335-bf34424ccbb3.jpg
Turbinellus floccosus,500,375,2015-08-17,17.11889,-96.4525,5633,Turbinellus,floccosus,2575acd0-3baf-4ce5-8fb8-1ed2c29cc93d.jpg,05633_Turbinellus_floccosus,229,305,train_mini/05633_Turbinellus_floccosus/2575acd0-3baf-4ce5-8fb8-1ed2c29cc93d.jpg
Trametes hirsuta,375,500,2018-12-16,42.47279,-84.0025,5693,Trametes,hirsuta,9e3c151a-d071-475b-8ac6-94b13dd15aff.jpg,05693_Trametes_hirsuta,350,261,train_mini/05693_Trametes_hirsuta/9e3c151a-d071-475b-8ac6-94b13dd15aff.jpg
Ganoderma brownii,375,500,2018-12-17,37.90551,-122.55572,5678,Ganoderma,brownii,f8ab8253-5213-4576-bdc7-af4de6667481.jpg,05678_Ganoderma_brownii,351,157,train_mini/05678_Ganoderma_brownii/f8ab8253-5213-4576-bdc7-af4de6667481.jpg
Exidia recisa,375,500,2018-12-17,40.87324,-73.78373,5595,Exidia,recisa,81ad03a4-b348-4851-b9bf-0b463e4a8727.jpg,05595_Exidia_recisa,351,108,train_mini/05595_Exidia_recisa/81ad03a4-b348-4851-b9bf-0b463e4a8727.jpg
Suillus caerulescens,500,375,2018-12-15,37.39364,-122.33025,5615,Suillus,caerulescens,bb5949b0-9b36-44f8-ab89-5bbe6b520353.jpg,05615_Suillus_caerulescens,349,200,train_mini/05615_Suillus_caerulescens/bb5949b0-9b36-44f8-ab89-5bbe6b520353.jpg
Cladonia coniocraea,500,375,2018-12-17,44.00014,-77.70304,5398,Cladonia,coniocraea,db5316e0-0ed4-4a23-b1fd-3f3dc7a3c3b5.jpg,05398_Cladonia_coniocraea,351,110,train_mini/05398_Cladonia_coniocraea/db5316e0-0ed4-4a23-b1fd-3f3dc7a3c3b5.jpg
Phyllotopsis nidulans,375,500,2018-12-15,38.16111,-122.57648,5561,Phyllotopsis,nidulans,4e228e9b-9335-4771-977c-b79ec6021b21.jpg,05561_Phyllotopsis_nidulans,349,71,train_mini/05561_Phyllotopsis_nidulans/4e228e9b-9335-4771-977c-b79ec6021b21.jpg
Pleurotus ostreatus,375,500,2018-12-18,37.19252,-121.83689,5555,Pleurotus,ostreatus,3366a9bf-e388-4db0-a569-7707a3f00a00.jpg,05555_Pleurotus_ostreatus,352,10,train_mini/05555_Pleurotus_ostreatus/3366a9bf-e388-4db0-a569-7707a3f00a00.jpg
Battarrea phalloides,500,492,2018-12-16,25.84692,-97.42088,5475,Battarrea,phalloides,99035848-58d2-4f26-9bb8-325aab9ddaab.jpg,05475_Battarrea_phalloides,350,119,train_mini/05475_Battarrea_phalloides/99035848-58d2-4f26-9bb8-325aab9ddaab.jpg
Graphis scripta,500,375,2018-12-17,43.99783,-77.70616,5427,Graphis,scripta,0f84699f-3b4b-476d-b0fe-91265eb9a19f.jpg,05427_Graphis_scripta,351,107,train_mini/05427_Graphis_scripta/0f84699f-3b4b-476d-b0fe-91265eb9a19f.jpg
Suillus caerulescens,500,375,2018-12-15,38.5188,-122.75346,5615,Suillus,caerulescens,5bcd345c-d7f7-4a60-8234-c73d9120a59b.jpg,05615_Suillus_caerulescens,349,200,train_mini/05615_Suillus_caerulescens/5bcd345c-d7f7-4a60-8234-c73d9120a59b.jpg
Sarcomyxa serotina,500,375,2018-11-18,48.63268,-122.4005,5542,Sarcomyxa,serotina,c9a27601-8fdd-44d5-9c69-9b9434810349.jpg,05542_Sarcomyxa_serotina,322,182,train_mini/05542_Sarcomyxa_serotina/c9a27601-8fdd-44d5-9c69-9b9434810349.jpg
Clathrus columnatus,375,500,2018-12-17,30.54434,-90.93657,5643,Clathrus,columnatus,6a3de76b-270e-4f3b-aea3-052fb2acdec1.jpg,05643_Clathrus_columnatus,351,117,train_mini/05643_Clathrus_columnatus/6a3de76b-270e-4f3b-aea3-052fb2acdec1.jpg
Trametes betulina,500,375,2018-12-17,37.17448,-122.2234,5688,Trametes,betulina,f50b8b45-efd2-4651-a1e2-7716b82af6c3.jpg,05688_Trametes_betulina,351,43,train_mini/05688_Trametes_betulina/f50b8b45-efd2-4651-a1e2-7716b82af6c3.jpg
Stereum complicatum,375,500,2018-12-18,38.01473,-77.92014,5710,Stereum,complicatum,166f7ae9-7591-44fb-9fa6-7f64a7ad658a.jpg,05710_Stereum_complicatum,352,277,train_mini/05710_Stereum_complicatum/166f7ae9-7591-44fb-9fa6-7f64a7ad658a.jpg
Chlorophyllum brunneum,375,500,2018-12-18,34.06423,-118.4416,5476,Chlorophyllum,brunneum,18cd200c-b42b-4f43-8c71-eb8d561c151c.jpg,05476_Chlorophyllum_brunneum,352,61,train_mini/05476_Chlorophyllum_brunneum/18cd200c-b42b-4f43-8c71-eb8d561c151c.jpg
Suillellus amygdalinus,500,374,2018-12-18,35.33064,-120.72878,5606,Suillellus,amygdalinus,2351f27b-e875-43a3-9b24-555354c0d10a.jpg,05606_Suillellus_amygdalinus,352,188,train_mini/05606_Suillellus_amygdalinus/2351f27b-e875-43a3-9b24-555354c0d10a.jpg
Suillus pungens,500,374,2018-12-18,35.33063,-120.72874,5618,Suillus,pungens,fc68ba2a-6c7b-4406-9e6e-2e9aacf65fbd.jpg,05618_Suillus_pungens,352,49,train_mini/05618_Suillus_pungens/fc68ba2a-6c7b-4406-9e6e-2e9aacf65fbd.jpg
Sarcomyxa serotina,281,500,2018-12-10,35.88895,-80.70221,5542,Sarcomyxa,serotina,53d5f449-d321-48df-bad6-414945a48636.jpg,05542_Sarcomyxa_serotina,344,182,train_mini/05542_Sarcomyxa_serotina/53d5f449-d321-48df-bad6-414945a48636.jpg
Leratiomyces ceres,500,375,2018-12-18,19.50467,-96.9446,5581,Leratiomyces,ceres,5fb5ea16-1f72-4c58-afed-5d35eef3e275.jpg,05581_Leratiomyces_ceres,352,77,train_mini/05581_Leratiomyces_ceres/5fb5ea16-1f72-4c58-afed-5d35eef3e275.jpg
Galerina marginata,375,500,2018-12-18,37.98074,-122.09159,5524,Galerina,marginata,d27d382f-f91d-4791-a1f8-472e6a2289ff.jpg,05524_Galerina_marginata,352,212,train_mini/05524_Galerina_marginata/d27d382f-f91d-4791-a1f8-472e6a2289ff.jpg
Phallus indusiatus,500,281,2018-10-21,13.9949,-86.99207,5649,Phallus,indusiatus,36f93c11-c8fe-4520-ac60-cedac37dc915.jpg,05649_Phallus_indusiatus,294,83,train_mini/05649_Phallus_indusiatus/36f93c11-c8fe-4520-ac60-cedac37dc915.jpg
Cantharellus californicus,500,500,2018-12-18,37.90726,-122.70173,5621,Cantharellus,californicus,63581b4e-3556-48fa-b47f-02fe2d96c21f.jpg,05621_Cantharellus_californicus,352,72,train_mini/05621_Cantharellus_californicus/63581b4e-3556-48fa-b47f-02fe2d96c21f.jpg
Crepidotus mollis,500,375,2018-12-18,36.98282,-122.05287,5508,Crepidotus,mollis,05364098-c931-457c-9349-2c9dbda20dd7.jpg,05508_Crepidotus_mollis,352,46,train_mini/05508_Crepidotus_mollis/05364098-c931-457c-9349-2c9dbda20dd7.jpg
Chalciporus piperatus,375,500,2018-12-18,36.97013,-121.87473,5599,Chalciporus,piperatus,2a5b8cc8-daf2-4652-b54f-9b4eac34050e.jpg,05599_Chalciporus_piperatus,352,258,train_mini/05599_Chalciporus_piperatus/2a5b8cc8-daf2-4652-b54f-9b4eac34050e.jpg
Pleurotus ostreatus,500,375,2018-12-19,35.20695,-97.31402,5555,Pleurotus,ostreatus,9ed2e3b0-389d-4061-9d4a-970d6cf1c629.jpg,05555_Pleurotus_ostreatus,353,10,train_mini/05555_Pleurotus_ostreatus/9ed2e3b0-389d-4061-9d4a-970d6cf1c629.jpg
Naematelia aurantia,302,500,2018-12-18,38.01741,-77.92289,5725,Naematelia,aurantia,f079d16c-5055-4a55-8c95-32d36166110e.jpg,05725_Naematelia_aurantia,352,210,train_mini/05725_Naematelia_aurantia/f079d16c-5055-4a55-8c95-32d36166110e.jpg
Helvella crispa,500,375,2018-10-28,25.60614,-100.35451,5455,Helvella,crispa,41a6060d-6b78-4084-bfa5-06d57503a965.jpg,05455_Helvella_crispa,301,286,train_mini/05455_Helvella_crispa/41a6060d-6b78-4084-bfa5-06d57503a965.jpg
Hygrocybe conica,500,375,2017-08-15,55.81841,37.28352,5519,Hygrocybe,conica,3dc289fe-9bb3-4c54-ab44-e9405777168d.jpg,05519_Hygrocybe_conica,227,90,train_mini/05519_Hygrocybe_conica/3dc289fe-9bb3-4c54-ab44-e9405777168d.jpg
Tremella mesenterica,375,500,2018-12-19,44.6582,-123.24484,5728,Tremella,mesenterica,5c71b9db-bb9c-4c76-acd8-d8b010a206d7.jpg,05728_Tremella_mesenterica,353,283,train_mini/05728_Tremella_mesenterica/5c71b9db-bb9c-4c76-acd8-d8b010a206d7.jpg
Ramalina menziesii,375,500,2018-12-19,37.47699,-122.29258,5425,Ramalina,menziesii,91bc80ec-4542-4ede-b690-22ffddef8afe.jpg,05425_Ramalina_menziesii,353,247,train_mini/05425_Ramalina_menziesii/91bc80ec-4542-4ede-b690-22ffddef8afe.jpg
